Model,Year,Fuel_Type,Transmission,DoorsNum,Condition,Color,Cruise,Leather_Seats,Heated_Seats,Navigation,Owners,Insurance,Service_History,Safety,Premium_Sound,Multimedia,Bluetooth,Wheel,Sunroof,Warranty,TAge,Price,Cylinder_Numbers,Credit_History,Engine_Size,Weight,carlength,carwidth,monthly_mileage,peakrpm,Estimated_Mileage
Chevrolet Volt,2015,Petrol,Automatic,4,Good,Silver,No,No,Yes,Yes,2,Comprehensive,Partial Service,4 stars,No,No,No,Forged,No,16,1,18030.50883,two,0.004300416,2.103008803,3921.685906,156.3,66.4,1473.750193,4104,17685.00231
Ford Escape,2021,Electric,Manual,4,Good,Beige,Yes,No,No,Yes,2,Collision,Partial Service,5 stars,No,Yes,No,Chrome,Yes,6,1,23940.32438,four,0.010302835,1.966999186,3099.802551,202.8,67.8,975.4772025,5463,11705.72643
Honda Accord,2006,Petrol,Manual,4,Fair,Yellow,No,No,No,No,2,No insurance,Partial Service,Not rated/Unknown,Yes,No,No,Chrome,No,10,5,6669.178467,three,0.002387892,2.795863143,3287.988368,172.8,69.4,3134.792631,6384,37617.51157
Nissan Juke,2009,Electric,Manual,4,Good,Brown,No,No,No,Yes,4,Collision,Full Service,3 stars,No,No,No,Steel,Yes,22,3,11993.76301,three,-0.002590421,2.032710856,3361.223905,173.3,61.9,2256.901713,4431,27082.82055
Chevrolet Volt,2015,Electric,Automatic,2,Good,Brown,Yes,No,Yes,Yes,4,Comprehensive,Full Service,2 stars,No,Yes,Yes,Alloy,Yes,16,1,19579.55,two,-0.001963498,2.495949315,3742.825194,146.6,70.1,1750.538376,5102,21006.46051
Toyota Prius,2009,Electric,Automatic,2,Fair,Brown,No,No,Yes,Yes,2,3rd Party,Partial Service,4 stars,No,No,Yes,Alloy,No,19,2,20588.72535,six,-0.000716013,2.262015349,3590.873171,189.3,69.2,1192.141616,5809,14305.69939
Honda Accord,2003,Petrol,Manual,4,Fair,Brown,No,No,No,No,4,No insurance,No Service,2 stars,Yes,No,Yes,Hubcaps,No,14,3,5481.852245,two,-0.000372222,2.00610189,2813.274572,144,62.6,3336.728355,4147,40040.74026
Ford Escape,2020,Electric,Automatic,4,Good,Black,Yes,Yes,Yes,Yes,2,Collision,Full Service,4 stars,Yes,Yes,No,Alloy,No,15,2,23712.19328,six,0.007276295,2.539422128,3527.310746,188.5,68.4,1349.167322,5251,16190.00786
Ford Escape,2015,Electric,Automatic,4,Excellent,Brown,Yes,Yes,No,Yes,1,No insurance,No Service,5 stars,No,No,Yes,Chrome,No,9,1,25984.71906,two,0.000519459,2.946839788,3751.842855,161.5,72.3,894.5557908,4441,10734.66949
Honda Accord,2007,Petrol,Manual,4,Fair,Brown,No,No,No,No,4,No insurance,No Service,1 star,No,No,No,Alloy,No,7,5,5038.327985,two,0.007326401,1.943641844,3364.88329,183.1,64.3,3573.32545,4164,42879.9054
Ford Fusion,2010,Electric,Manual,2,Excellent,Silver,No,No,Yes,Yes,1,Collision,Full Service,5 stars,No,No,No,Chrome,Yes,30,1,25397.25519,five,-0.000807166,2.276928032,3926.940886,207.5,63.8,1014.791095,4152,12177.49314
Nissan Murano,2008,Petrol,Manual,4,Fair,Brown,No,No,No,Yes,2,3rd Party,Full Service,3 stars,No,No,No,Chrome,Yes,11,4,11033.71888,three,0.000786352,1.86270923,3314.30742,208.1,72.3,2674.099318,6500,32089.19181
Chevrolet Volt,2009,Electric,Manual,4,Good,Brown,Yes,No,No,Yes,4,No insurance,Partial Service,4 stars,No,No,Yes,Hubcaps,Yes,16,4,16499.28572,four,-0.019982007,1.925466048,3302.395121,194.8,69.9,1837.543251,4262,22050.51901
Nissan Juke,2014,Electric,Manual,4,Good,Brown,No,No,No,Yes,2,3rd Party,Full Service,1 star,No,No,No,Alloy,No,32,4,12656.43875,four,0.009163277,2.00325802,3017.766128,205.2,70.4,2293.676944,6249,27524.12333
Ford Fusion,2009,Hybrid,Manual,2,Good,Silver,No,No,No,Yes,4,3rd Party,Full Service,4 stars,No,Yes,No,Chrome,Yes,34,1,21029.4942,four,0.003464885,3.320272742,3375.781503,146.2,60.9,1564.550286,5821,18774.60343
Toyota Corolla,2018,Hybrid,Manual,2,Excellent,Silver,Yes,Yes,No,Yes,2,3rd Party,Partial Service,5 stars,Yes,Yes,No,Forged,Yes,31,1,27007.50226,three,0.009980101,2.769891846,3745.903662,152,69,771.6848762,5109,9260.218514
Chevrolet Bolt,2017,Petrol,Manual,4,Good,Brown,No,No,No,Yes,2,Comprehensive,Partial Service,Not rated/Unknown,No,No,No,Steel,No,8,2,11734.33724,two,-0.028962554,2.059217635,3544.91996,156.6,68.4,2120.719013,4658,25448.62816
Chevrolet Impala,2007,Electric,Manual,2,Good,Brown,Yes,No,No,Yes,4,3rd Party,Partial Service,4 stars,No,No,No,Alloy,No,18,1,17049.69531,three,0.020883747,2.706249798,3448.37558,202,72.7,1729.167059,4741,20750.00471
Honda Accord,2002,Petrol,Manual,4,Fair,Yellow,No,No,No,No,3,No insurance,No Service,1 star,Yes,No,Yes,Chrome,No,17,5,6051.159131,three,-0.001395896,1.841279061,3504.621359,198.5,68,3266.507562,5417,39198.09074
Honda Accord,2007,Petrol,Manual,4,Good,Brown,No,No,No,No,4,No insurance,No Service,Not rated/Unknown,No,No,No,Chrome,No,23,2,5772.149668,three,0.011081828,2.398739027,3484.805434,151.4,60.8,3117.928293,5167,37415.13951
Toyota Prius,2006,Electric,Automatic,4,Excellent,Black,Yes,No,Yes,Yes,2,Collision,Full Service,3 stars,Yes,No,No,Chrome,No,11,1,22314.53983,six,-0.010399059,2.524201533,3451.14828,167.3,62.5,1400.412191,5357,16804.94629
Chevrolet Camaro,2006,Petrol,Automatic,4,Fair,Silver,No,No,No,Yes,2,No insurance,Partial Service,2 stars,No,No,No,Hubcaps,No,15,3,16448.14471,five,0.006127739,2.671052684,3663.116892,200.3,60.7,2067.750384,4868,24813.00461
Toyota Prius,2009,Hybrid,Automatic,4,Excellent,Silver,No,No,No,Yes,1,3rd Party,Full Service,1 star,Yes,No,Yes,Steel,Yes,11,1,45168.2093,six,-0.010534156,3.118121198,3499.042523,174.9,67.9,574.5255992,5798,6894.30719
Honda Accord,2000,Petrol,Manual,4,Fair,Black,No,No,No,No,2,No insurance,No Service,Not rated/Unknown,No,No,No,Steel,No,16,2,4281.703974,three,-0.00623769,1.651403372,3774.444816,186,68.9,3879.195503,5899,46550.34603
Honda Accord,2003,Petrol,Manual,4,Good,Brown,No,No,No,No,4,No insurance,Partial Service,1 star,No,No,Yes,Steel,No,33,2,4339.660208,three,0.019140314,2.02510459,3266.641407,163.4,60.2,3695.271878,6423,44343.26253
Chevrolet Corvette,2004,Hybrid,Manual,4,Fair,Silver,No,No,Yes,Yes,2,Collision,Partial Service,4 stars,Yes,No,No,Steel,No,33,3,16525.43377,four,-0.001906824,2.481980391,2975.557068,162.9,63,2039.114787,5568,24469.37744
Nissan Murano,2008,Petrol,Manual,4,Good,Black,No,No,No,Yes,4,Collision,Full Service,1 star,Yes,No,Yes,Hubcaps,No,30,4,9516.899336,three,0.002174329,2.409831614,3332.476689,200.4,67.8,2816.024023,5297,33792.28828
Ford Escape,2014,Hybrid,Automatic,4,Excellent,Silver,Yes,No,Yes,Yes,3,Collision,Partial Service,4 stars,Yes,No,Yes,Chrome,No,10,1,20869.47566,five,0.008700677,2.302697696,3555.707224,175.5,65.6,1321.398755,4895,15856.78506
Honda Accord,2004,Petrol,Manual,4,Fair,Yellow,No,No,No,No,2,No insurance,Partial Service,Not rated/Unknown,No,No,Yes,Hubcaps,No,32,3,6263.255981,three,0.004956819,2.061833935,3369.18609,179.4,65.4,3496.491984,5978,41957.90381
Honda Accord,2004,Petrol,Manual,4,Fair,Yellow,No,No,No,No,4,No insurance,No Service,Not rated/Unknown,No,No,No,Chrome,No,20,3,6820.208553,two,0.001504189,2.354571478,3542.781083,190.4,70.1,3358.402454,5620,40300.82945
Nissan Murano,2007,Petrol,Manual,4,Good,Black,No,No,No,Yes,2,No insurance,Partial Service,Not rated/Unknown,No,No,No,Hubcaps,Yes,20,2,11168.20876,three,0.00364961,2.36203794,3477.869528,144.6,64.6,2388.374433,4749,28660.49319
Nissan Murano,2007,Electric,Manual,4,Good,Black,No,No,No,Yes,3,Comprehensive,No Service,4 stars,No,No,No,Hubcaps,Yes,17,3,11684.86974,three,0.024034156,2.295988541,3271.310094,195.3,66.9,2592.979061,5851,31115.74873
Toyota Camry,2004,Hybrid,Manual,2,Fair,Brown,Yes,No,No,Yes,4,Comprehensive,Full Service,2 stars,No,No,No,Steel,No,14,2,19378.07424,five,-0.000576188,2.298760341,3385.700571,166.7,63.5,1581.572818,4947,18978.87382
Toyota Prius,2008,Hybrid,Automatic,2,Good,Silver,No,No,No,Yes,3,Collision,Full Service,5 stars,Yes,No,Yes,Chrome,Yes,18,3,22143.3471,four,0.00201099,2.279073579,3083.273007,201.2,71.6,1607.500345,4556,19290.00414
Ford Fusion,2008,Hybrid,Manual,2,Excellent,Brown,No,No,Yes,Yes,4,3rd Party,Full Service,Not rated/Unknown,No,No,No,Forged,Yes,21,1,20491.30092,six,0.010506544,2.423496017,3658.077511,169.4,62.1,1158.616324,4909,13903.39589
Ford Escape,2017,Electric,Automatic,4,Excellent,Beige,No,Yes,Yes,Yes,1,Comprehensive,Full Service,5 stars,Yes,No,No,Forged,No,26,2,28044.03928,six,0.011055259,2.441472416,4162.796497,189.4,63,764.1619524,5893,9169.943429
Chevrolet Volt,2009,Hybrid,Automatic,4,Good,Brown,Yes,No,Yes,Yes,4,No insurance,Partial Service,Not rated/Unknown,Yes,No,Yes,Forged,Yes,7,3,16101.96464,six,0.011870303,1.904037343,4070.680184,145.1,67.2,1865.608252,5582,22387.29902
Toyota Prius,2010,Hybrid,Automatic,4,Good,Beige,Yes,No,No,Yes,1,No insurance,Full Service,4 stars,No,No,Yes,Steel,Yes,22,1,27535.27368,six,0.006387302,2.932730691,3589.19515,161.9,61.6,698.3772626,5122,8380.527151
Honda Accord,2007,Petrol,Manual,4,Fair,White,No,No,No,No,4,No insurance,No Service,1 star,No,No,Yes,Chrome,No,14,2,4785.029383,three,-0.011430049,1.676312162,3255.592882,202.3,71.8,3629.170011,5439,43550.04013
Toyota Tundra,2012,Hybrid,Automatic,2,Excellent,Brown,No,Yes,Yes,Yes,1,Comprehensive,Full Service,5 stars,Yes,Yes,Yes,Chrome,No,31,2,22781.76285,five,0.016334315,2.744952041,3608.895001,182.7,69.3,1186.359014,6084,14236.30817
Honda Accord,2008,Petrol,Manual,4,Fair,Yellow,No,No,No,No,2,No insurance,No Service,Not rated/Unknown,No,No,No,Steel,No,28,3,5303.129593,two,-0.011463454,1.75798748,3225.497985,166.8,65.4,3589.412429,4793,43072.94915
Nissan Juke,2010,Electric,Manual,4,Fair,Black,No,No,No,No,2,3rd Party,Partial Service,2 stars,Yes,No,No,Forged,No,24,3,10725.1186,three,0.003026355,2.246191774,3041.32019,171.7,60.8,2319.475328,4219,27833.70394
Toyota Tundra,2013,Petrol,Automatic,2,Good,Silver,Yes,No,Yes,Yes,1,Comprehensive,Partial Service,Not rated/Unknown,No,No,Yes,Steel,No,33,1,35766.56753,six,-0.007542759,2.188877142,3842.342944,169.7,72.2,644.8724148,5776,7738.468977
Nissan Juke,2013,Petrol,Manual,4,Good,Black,No,No,No,Yes,2,Comprehensive,No Service,1 star,Yes,No,Yes,Hubcaps,Yes,11,4,12376.96096,three,-0.000641383,2.343911037,3293.690341,151.8,68.7,2491.330683,5528,29895.96819
Ford Escape,2003,Hybrid,Automatic,4,Good,Brown,Yes,No,No,Yes,2,Collision,Partial Service,5 stars,No,Yes,No,Steel,Yes,31,1,24862.20957,two,0.003287624,2.53577663,3526.987046,183.2,67.2,1099.268263,4556,13191.21916
Ford Escape,2005,Electric,Automatic,4,Good,Brwn,Yes,No,Yes,Yes,1,Comprehensive,Full Service,5 stars,No,No,Yes,Forged,Yes,9,2,21087.10134,five,0.003213572,2.587682167,-,146.5,66.5,817.7807329,5711,9813.368795
Chevrolet Volt,2010,Hybrid,Automatic,4,Fair,Brown,Yes,No,No,Yes,1,3rd Party,Partial Service,4 stars,No,No,Yes,Steel,No,16,2,19023.90915,three,0.004219208,2.019351948,3288.979437,206.8,63.4,1611.777758,4879,19341.33309
Toyota Prius,2009,Electric,Automatic,2,Excellent,Brown,Yes,No,Yes,Yes,2,3rd Party,Full Service,3 stars,Yes,Yes,Yes,Alloy,Yes,30,1,21931.58229,three,0.016137113,3.159728655,3463.808291,170.5,68.8,1408.057687,5919,16896.69224
Nissan Murano,2007,Petrol,Manual,4,Good,Yellow,No,No,No,No,4,3rd Party,No Service,Not rated/Unknown,No,No,No,Chrome,No,20,4,8106.490843,two,0.004535343,1.44212603,3456.750741,196.7,60.9,3213.677184,4326,38564.12621
Honda Accord,2002,Petrol,Manual,4,Fair,Brown,No,No,No,No,3,No insurance,Partial Service,Not rated/Unknown,Yes,No,No,Hubcaps,No,23,3,6898.278828,three,-0.002441566,2.063029371,3869.937555,177.3,69.2,3054.292669,6561,36651.51203
Ford Fusion,2013,Electric,Automatic,4,Good,Black,Yes,No,Yes,Yes,2,3rd Party,Full Service,5 stars,No,Yes,No,Forged,No,35,1,29475.70727,four,0.009640872,2.344539876,3025.883276,207.1,67.8,679.3751565,6402,8152.501878
Ford Fusion,2012,Hybrid,Automatic,4,Good,Brown,No,Yes,Yes,Yes,2,Collision,Partial Service,4 stars,No,Yes,Yes,Steel,Yes,32,1,25523.95496,four,0.011894705,2.817953498,3534.748293,177.3,60.4,1071.19338,4212,12854.32056
Honda Accord,2004,Petrol,Manual,4,Good,Brown,No,No,No,No,4,No insurance,Partial Service,2 stars,Yes,No,No,Steel,No,17,3,4971.13082,two,-0.012276078,1.743702898,3481.066155,179.2,65.7,3601.56317,4955,43218.75804
Nissan Murano,2006,Petrol,Manual,4,Fair,Brown,No,No,No,No,3,3rd Party,No Service,Not rated/Unknown,Yes,No,Yes,Chrome,No,17,4,8475.772306,three,0.005974001,1.951780911,3363.842958,174.8,63,3205.446796,5896,38465.36155
Nissan Juke,2012,Petrol,Manual,4,Good,Black,No,No,No,Yes,4,Collision,Partial Service,Not rated/Unknown,Yes,No,No,Forged,No,25,4,11993.55648,two,0.007011727,2.120885563,3793.755177,177.7,66.8,2732.115744,4342,32785.38893
Toyota Corolla,2018,Hybrid,Manual,4,Excellent,Black,Yes,No,Yes,Yes,2,Comprehensive,Full Service,4 stars,No,Yes,Yes,Alloy,Yes,22,1,29971.80081,five,-0.002975635,2.553985402,3210.110589,184.9,64.5,643.4547899,5967,7721.457479
Toyota Camry,2005,Hybrid,Automatic,4,Good,Brown,No,No,No,Yes,4,Comprehensive,Partial Service,5 stars,No,No,Yes,Chrome,No,12,3,20362.4495,three,0.013757068,2.239683001,3186.598396,176.2,60.4,1878.986264,4484,22547.83517
Chevrolet Volt,2015,Hybrid,Manual,4,Good,Silver,No,No,Yes,Yes,4,Comprehensive,Partial Service,4 stars,No,No,No,Steel,No,16,3,15859.75627,four,-0.001500556,2.634367708,3105.673215,170.5,64.7,1964.205095,4773,23570.46114
Ford Fusion,2010,Hybrid,Manual,2,Good,Brown,Yes,No,Yes,Yes,2,Collision,Full Service,5 stars,No,No,No,Steel,No,25,1,24749.71502,three,0.001255765,2.118417276,3581.923235,177.1,70.7,1125.693254,4327,13508.31905
Toyota Corolla,2019,Hybrid,Automatic,4,Good,Beige,No,Yes,Yes,Yes,1,No insurance,Partial Service,5 stars,No,Yes,Yes,Chrome,Yes,10,1,25280.4716,three,-0.001730718,2.805012789,3460.80689,164.2,68.6,1167.274784,4528,14007.29741
Nissan Juke,2016,Petrol,Manual,4,Fair,Brown,No,No,No,Yes,3,3rd Party,Full Service,4 stars,No,No,Yes,Steel,No,17,3,12833.5142,three,0.00015579,1.933679326,4052.192016,204.2,70.8,2107.588504,5968,25291.06205
Honda Accord,2004,Petrol,Manual,4,Fair,Black,No,No,No,No,2,No insurance,No Service,Not rated/Unknown,No,No,Yes,Steel,No,22,2,5468.405263,three,-0.010962751,1.408110314,3645.051744,152.8,70.7,3507.68502,5965,42092.22024
Nissan Murano,2006,Electric,Manual,4,Good,Yellow,No,No,No,Yes,4,Collision,No Service,Not rated/Unknown,Yes,No,Yes,Alloy,Yes,7,2,10599.00053,two,-0.014400509,2.279333664,3229.236417,155.8,64,2804.302782,5982,33651.63338
Ford Fusion,2009,Electric,Automatic,2,Good,Brown,Yes,Yes,Yes,Yes,2,Collision,No Service,4 stars,No,No,Yes,Chrome,No,33,1,25189.28249,two,0.015945051,2.224315656,3376.817253,152.7,68,1112.524422,5609,13350.29306
Nissan 350Z,2002,Petrol,Manual,4,Good,Yellow,No,No,No,No,4,No insurance,Partial Service,1 star,Yes,No,No,Steel,No,9,5,7210.41217,two,-0.008469613,1.667128134,3251.790206,185.2,68.7,3440.595508,5804,41287.14609
Chevrolet Camaro,2005,Electric,Manual,4,Good,Yellow,No,No,No,Yes,4,No insurance,Partial Service,1 star,No,No,Yes,Steel,Yes,7,4,10820.36621,two,-0.009913923,2.378355411,3192.752153,147.6,71.5,2736.354528,4600,32836.25433
Ford Fusion,2010,Electric,Automatic,2,Good,Beige,Yes,No,Yes,Yes,2,Collision,Full Service,4 stars,Yes,Yes,No,Chrome,Yes,19,2,22461.18997,five,-0.021533901,1.886245242,3800.44254,148.6,66.3,1158.782503,5503,13905.39004
Honda Accord,2001,Petrol,Manual,4,Fair,Brown,No,No,No,No,4,No insurance,No Service,2 stars,Yes,No,No,Steel,No,19,2,6618.414141,three,-0.006389617,1.805298755,3600.569618,142.1,67.5,3104.351933,6128,37252.22319
Chevrolet Volt,2012,Hybrid,Manual,2,Good,Black,Yes,Yes,No,Yes,1,Collision,Full Service,3 stars,Yes,No,No,Alloy,No,18,2,22769.48256,three,-0.013230898,2.645847439,3824.563486,151.6,65,1174.481442,5036,14093.7773
Ford Fusion,2014,Hybrid,Manual,4,Excellent,Brown,No,No,Yes,Yes,2,Collision,Full Service,4 stars,No,Yes,No,Steel,Yes,22,2,20869.48321,five,0.016420152,2.032772844,3289.950367,142.8,60.7,1423.034843,5815,17076.41811
Honda Accord,2001,Petrol,Manual,4,Fair,Black,No,No,No,No,4,No insurance,No Service,Not rated/Unknown,Yes,No,Yes,Steel,No,31,4,6674.599127,two,0.010098171,1.601079173,3148.454084,191.9,67.7,3252.546982,5810,39030.56378
Chevrolet Camaro,2006,Electric,Manual,2,Good,Black,Yes,No,Yes,Yes,3,Collision,Full Service,Not rated/Unknown,Yes,No,No,Forged,Yes,22,3,17129.35677,four,-0.006881503,2.301236552,3497.398538,183.3,60.9,1632.193666,4649,19586.32399
Chevrolet Volt,2009,Hybrid,Automatic,4,Good,Brown,Yes,Yes,Yes,Yes,3,Collision,Full Service,3 stars,Yes,No,No,Steel,No,27,2,23182.14988,three,0.022524358,2.25148995,3339.225077,203.1,62.1,1225.105777,6089,14701.26932
Ford Fusion,2019,Electric,Manual,2,Excellent,Silver,No,No,Yes,Yes,2,Collision,Full Service,5 stars,Yes,Yes,No,Chrome,No,23,1,23840.00453,five,0.009817655,2.504296028,3391.601331,195.6,61.3,1183.806268,5742,14205.67521
Toyota Tundra,2012,Hybrid,Manual,4,Excellent,Black,No,No,Yes,Yes,2,3rd Party,Full Service,5 stars,No,Yes,Yes,Forged,No,8,1,23800.69606,two,-0.003248314,2.308485966,3945.494943,190.2,65.9,954.44751,4320,11453.37012
Chevrolet Volt,2013,Hybrid,Automatic,2,Good,Silver,No,No,Yes,Yes,3,3rd Party,Partial Service,Not rated/Unknown,No,No,No,Chrome,No,26,2,18511.26874,four,-0.024994057,1.986378976,3812.443599,172.5,65.9,1059.497673,4799,12713.97207
Chevrolet Volt,2012,Hybrid,Automatic,2,Fair,Silver,No,No,Yes,Yes,3,Comprehensive,Partial Service,4 stars,No,No,No,Chrome,No,21,1,18578.51241,three,0.022909426,2.482515706,3083.426403,177.5,66.4,1616.33105,5196,19395.9726
Honda Accord,2002,Petrol,Manual,4,Good,Brown,No,No,No,No,2,3rd Party,No Service,2 stars,No,No,No,Alloy,No,24,4,7596.370041,three,-0.013895725,2.314315456,3572.649929,183.5,62,3108.608733,4877,37303.3048
Nissan 350Z,2006,Petrol,Manual,4,Good,Yellow,No,No,No,Yes,2,Collision,Full Service,1 star,Yes,No,Yes,Steel,No,11,3,9707.615658,two,-0.016453987,1.874279546,2940.587733,191.4,69.8,2804.630343,4715,33655.56412
Ford Fusion,2020,Electric,Manual,2,Excellent,Brown,Yes,No,Yes,Yes,1,No insurance,No Service,3 stars,No,No,Yes,Chrome,No,28,1,25721.22821,five,0.010225704,3.06808616,3683.756221,141.7,62.3,1217.024146,6315,14604.28975
Ford Escape,2006,Electric,Manual,4,Good,Brown,Yes,No,Yes,Yes,3,Comprehensive,Full Service,Not rated/Unknown,Yes,No,Yes,Steel,No,31,1,17383.77478,two,0.024397524,2.789043294,3562.209758,182.1,68,1771.670004,4168,21260.04005
Toyota Prius,2008,Electric,Manual,4,Fair,Brown,No,No,Yes,Yes,3,3rd Party,Partial Service,4 stars,No,No,No,Steel,Yes,11,1,20223.16197,three,0.013842728,3.150645114,3708.206863,183.4,66.7,1471.447063,6454,17657.36475
Toyota Tundra,2016,Hybrid,Automatic,2,Good,Brown,No,No,No,Yes,2,Collision,Full Service,5 stars,Yes,No,Yes,Alloy,Yes,23,2,24117.81594,four,0.005639091,2.386383822,3726.137228,142.7,73,1130.837753,4629,13570.05304
Ford Fusion,2015,Hybrid,Automatic,2,Good,Brown,No,Yes,No,Yes,2,Collision,Full Service,3 stars,Yes,Yes,Yes,Alloy,Yes,14,2,24415.01693,two,0.005947543,2.43691365,3708.967428,190.9,71.4,861.4512283,6239,10337.41474
Toyota Corolla,2020,Hybrid,Manual,4,Good,Brown,No,No,Yes,Yes,2,Collision,Full Service,5 stars,Yes,No,Yes,Chrome,Yes,23,2,22191.65259,three,0.008534156,2.288246726,3440.471534,183.8,68,1399.742735,5611,16796.91282
Honda Accord,2004,Petrol,Manual,4,Fair,Yellow,No,No,No,No,3,No insurance,No Service,Not rated/Unknown,Yes,No,No,Chrome,No,11,3,6483.533216,three,0.007589286,2.157262451,3057.396039,149.2,62.2,3265.728688,4665,39188.74425
Ford Fusion,2020,Hybrid,Manual,4,Excellent,Brown,Yes,No,No,Yes,2,Comprehensive,Full Service,4 stars,No,Yes,Yes,Forged,Yes,14,3,21906.76973,two,0.002811914,2.035814556,3760.788047,146.9,72.4,949.4994567,4131,11393.99348
Toyota Corolla,2018,Electric,Manual,4,Good,Brown,Yes,No,Yes,Yes,1,3rd Party,No Service,Not rated/Unknown,No,Yes,No,Steel,No,30,1,34491.49198,three,0.001042011,2.644317361,4280.963845,180.1,63.4,841.1296858,4419,10093.55623
Ford Fusion,2020,Hybrid,Automatic,4,Good,Brown,Yes,No,Yes,Yes,1,Comprehensive,Full Service,3 stars,Yes,Yes,No,Steel,Yes,23,1,23173.19569,three,-0.000625931,2.695573043,3546.523583,198.3,67.8,1078.460512,5609,12941.52614
Nissan 350Z,2008,Electric,Manual,4,Fair,Yellow,No,No,No,Yes,2,No insurance,Full Service,2 stars,Yes,No,No,Alloy,No,30,3,10346.23766,two,-0.007539646,1.85671652,3333.888599,196.9,72.3,2518.728369,6238,30224.74043
Chevrolet Volt,2015,Electric,Manual,4,Good,Brown,Yes,No,No,Yes,2,Comprehensive,Partial Service,4 stars,No,No,No,Alloy,No,21,3,17345.22883,five,-0.002806751,2.208056593,3696.133134,165.5,63.4,1673.871794,6076,20086.46153
Ford Fusion,2016,Hybrid,Automatic,4,Excellent,Beige,Yes,No,Yes,Yes,2,3rd Party,Full Service,5 stars,No,Yes,Yes,Chrome,No,29,2,23627.9373,two,-0.016929568,2.614090443,3610.852793,194,70.3,1027.803055,4295,12333.63666
Chevrolet Volt,2012,Petrol,Manual,2,Good,Brown,Yes,No,Yes,Yes,4,Comprehensive,Partial Service,Not rated/Unknown,No,No,Yes,Forged,No,35,1,19639.05278,three,-0.000983396,2.288582265,3349.518515,157.5,66.2,1322.462268,4902,15869.54722
Toyota Corolla,2022,Electric,Manual,4,Excellent,Brown,Yes,Yes,No,Yes,1,3rd Party,Partial Service,4 stars,Yes,Yes,No,Forged,No,28,1,26689.94402,five,-0.009885911,2.34484349,3685.325797,173.5,66.1,663.3148548,4746,7959.778257
Chevrolet Sonic,2009,Hybrid,Automatic,4,Fair,Black,No,No,No,Yes,2,No insurance,Partial Service,Not rated/Unknown,Yes,No,No,Alloy,No,18,2,16434.9037,four,-0.011035893,2.481312643,3295.463395,170.9,67.4,1881.225308,5578,22574.7037
Ford Fusion,2009,Hybrid,Manual,4,Good,Brown,No,Yes,Yes,Yes,1,Collision,Partial Service,3 stars,Yes,No,No,Alloy,Yes,16,2,25340.10803,six,0.001798942,2.487937929,3679.037683,183.2,65.4,813.245686,5931,9758.948232
Nissan 350Z,2003,Petrol,Manual,4,Good,Black,No,No,No,Yes,2,3rd Party,No Service,Not rated/Unknown,Yes,No,No,Forged,No,13,4,9462.275416,three,0.013920023,2.155240769,3023.441486,151.6,70.9,2653.699636,5052,31844.39563
Toyota Corolla,2019,Hybrid,Manual,2,Good,Beige,Yes,No,No,Yes,1,No insurance,Full Service,4 stars,No,No,Yes,Forged,Yes,31,2,28913.12045,two,0.009183166,2.366198166,3795.433402,144.1,70.7,712.6464443,5260,8551.757332
Ford Fusion,2021,Hybrid,Automatic,2,Good,Brown,Yes,Yes,Yes,Yes,2,Comprehensive,Full Service,5 stars,Yes,No,Yes,Forged,No,29,1,28590.48848,six,-0.015705006,2.386762454,3494.279642,150.4,67.2,928.248675,4590,11138.9841
Toyota Corolla,2019,Hybrid,Manual,4,Excellent,Silver,No,No,No,Yes,1,3rd Party,Full Service,4 stars,No,No,No,Forged,No,22,1,30960.16258,two,-0.009896281,2.862213469,3898.162858,192.5,63.3,712.8589202,5264,8554.307042
